2.919766365E-02	8.293306080E-03	2.909467250E-03	2.90E-03	0.93	0	0	0
1.796382347E-02	2.899990450E-03	1.763241588E-02	2.90E-03	0.93	0	0	0
1.740687161E-02	2.899984360E-03	4.161256706E-02	2.90E-03	0.93	0	0	0
2.899999010E-03	1.237051901E-02	3.854601199E-02	2.90E-03	0.93	0	0	0
2.752715523E-02	2.899998120E-03	3.766734656E-02	2.90E-03	0.93	0	0	0
1.817324266E-02	2.899993130E-03	3.047350646E-02	2.90E-03	0.93	0	0	0
2.700330481E-02	1.361126697E-02	4.710000330E-02	2.90E-03	0.93	0	0	0
1.288812778E-02	2.899990900E-03	2.043905626E-02	2.90E-03	0.93	0	0	0
3.835547849E-02	2.899995200E-03	2.097974297E-02	2.90E-03	0.93	0	0	0
8.000048930E-03	7.676990590E-03	3.871186562E-02	2.90E-03	0.93	0	0	0
1.683429281E-02	8.031670260E-03	3.897100042E-02	2.90E-03	0.93	0	0	0
3.281757876E-02	1.054304508E-02	2.092311337E-02	2.90E-03	0.93	0	0	0
4.211560264E-02	2.899993870E-03	5.865753300E-03	2.90E-03	0.93	0	0	0
1.823986086E-02	2.238216883E-02	4.710000323E-02	2.90E-03	0.93	0	0	0
4.130362653E-02	2.899991040E-03	3.218870007E-02	2.90E-03	0.93	0	0	0
3.705497559E-02	2.899987870E-03	8.699478820E-03	2.90E-03	0.93	0	0	0
4.286897459E-02	5.958460680E-03	2.295815629E-02	2.90E-03	0.93	0	0	0
2.320637106E-02	2.899995790E-03	4.153655911E-02	2.90E-03	0.93	0	0	0
1.445273981E-02	2.899999560E-03	2.602403128E-02	2.90E-03	0.93	0	0	0
1.826932679E-02	1.176297390E-02	2.899997800E-03	2.90E-03	0.93	0	0	0
3.561773400E-03	2.899994170E-03	3.197568298E-02	2.90E-03	0.93	0	0	0
4.201239635E-02	2.899999560E-03	1.183380500E-02	2.90E-03	0.93	0	0	0
1.270305270E-02	2.899999270E-03	1.386013279E-02	2.90E-03	0.93	0	0	0
2.928518389E-02	2.899997480E-03	1.704987462E-02	2.90E-03	0.93	0	0	0
2.899998160E-03	7.352724210E-03	4.145491610E-02	2.90E-03	0.93	0	0	0
4.710000935E-02	2.899995270E-03	8.831484900E-03	2.90E-03	0.93	0	0	0
3.699762361E-02	2.037487275E-02	4.510166836E-02	2.90E-03	0.93	0	0	0
1.614155418E-02	2.899999560E-03	3.595227264E-02	2.90E-03	0.93	0	0	0
1.369417565E-02	2.931251995E-02	4.199884079E-02	2.90E-03	0.93	0	0	0
1.389614690E-02	2.899995600E-03	7.879495940E-03	2.90E-03	0.93	0	0	0
3.385710907E-02	2.899985140E-03	2.746484369E-02	2.90E-03	0.93	0	0	0
2.826307462E-02	1.161492327E-02	3.161566746E-02	2.90E-03	0.93	0	0	0
3.744869734E-02	1.494871805E-02	4.710000240E-02	2.90E-03	0.93	0	0	0
2.899994940E-03	1.320421365E-02	2.675402315E-02	2.90E-03	0.93	0	0	0
7.863883150E-03	2.899996750E-03	1.705737937E-02	2.90E-03	0.93	0	0	0
1.163025658E-02	1.990883868E-02	3.770217976E-02	2.90E-03	0.93	0	0	0
3.914284097E-02	2.899997880E-03	3.757116961E-02	2.90E-03	0.93	0	0	0
4.710001039E-02	8.626104090E-03	4.702750992E-02	2.90E-03	0.93	0	0	0
2.368768722E-02	2.899999210E-03	1.856907631E-02	2.90E-03	0.93	0	0	0
1.687010994E-02	2.899993560E-03	2.899992980E-03	2.90E-03	0.93	0	0	0
3.062568286E-02	7.431021780E-03	4.710000584E-02	2.90E-03	0.93	0	0	0
3.626751780E-03	7.911123290E-03	3.490930967E-02	2.90E-03	0.93	0	0	0
1.588596303E-02	8.688974240E-03	4.710000763E-02	2.90E-03	0.93	0	0	0
2.843121067E-02	2.899995230E-03	7.922938520E-03	2.90E-03	0.93	0	0	0
2.899997710E-03	1.316123448E-02	3.255386222E-02	2.90E-03	0.93	0	0	0
5.686316630E-03	3.183179687E-02	4.710000044E-02	2.90E-03	0.93	0	0	0
8.629450510E-03	2.899995510E-03	2.711540628E-02	2.90E-03	0.93	0	0	0
1.878895700E-02	1.704503618E-02	8.012663950E-03	2.90E-03	0.93	0	0	0
4.657398625E-02	2.899999560E-03	2.620757382E-02	2.90E-03	0.93	0	0	0
2.132857498E-02	2.899999560E-03	4.710000052E-02	2.90E-03	0.93	0	0	0
3.239694326E-02	2.899998530E-03	1.215529764E-02	2.90E-03	0.93	0	0	0
4.710000256E-02	7.884405170E-03	5.865744630E-03	2.90E-03	0.93	0	0	0
2.195309099E-02	1.694602543E-02	4.421848981E-02	2.90E-03	0.93	0	0	0
7.709600540E-03	2.352581060E-02	4.710000228E-02	2.90E-03	0.93	0	0	0
1.245963394E-02	2.899997140E-03	3.147082010E-02	2.90E-03	0.93	0	0	0
2.120066693E-02	6.758257140E-03	2.899994010E-03	2.90E-03	0.93	0	0	0
7.308101310E-03	1.671062157E-02	1.918702371E-02	2.90E-03	0.93	0	0	0
2.583584826E-02	7.740047780E-03	1.620278613E-02	2.90E-03	0.93	0	0	0
8.221019160E-03	2.899996360E-03	3.542987088E-02	2.90E-03	0.93	0	0	0
2.221845518E-02	2.899998470E-03	2.417989898E-02	2.90E-03	0.93	0	0	0
2.275054152E-02	1.262856266E-02	2.691184144E-02	2.90E-03	0.93	0	0	0
2.481421811E-02	4.121349669E-02	4.214748158E-02	2.90E-03	0.93	0	0	0
2.727982698E-02	2.510243372E-02	4.707928864E-02	2.90E-03	0.93	0	0	0
3.556187753E-02	2.899995330E-03	3.300864130E-02	2.90E-03	0.93	0	0	0
4.617999371E-02	2.899996700E-03	4.710000300E-02	2.90E-03	0.93	0	0	0
4.206188211E-02	3.279816265E-02	2.941331192E-02	2.90E-03	0.93	0	0	0
6.862652450E-03	1.721950771E-02	4.164115880E-03	2.90E-03	0.93	0	0	0
3.728347353E-02	2.899992610E-03	1.527967498E-02	2.90E-03	0.93	0	0	0
1.279427230E-02	8.579594760E-03	2.406427571E-02	2.90E-03	0.93	0	0	0
1.693042478E-02	1.661479967E-02	4.710000043E-02	2.90E-03	0.93	0	0	0
1.182047082E-02	1.265888434E-02	2.897101319E-02	2.90E-03	0.93	0	0	0
4.710000355E-02	5.625838490E-03	4.206380121E-02	2.90E-03	0.93	0	0	0
9.728584630E-03	2.899996830E-03	4.710000771E-02	2.90E-03	0.93	0	0	0
1.496947471E-02	7.864302680E-03	2.982876531E-02	2.90E-03	0.93	0	0	0
2.745184784E-02	6.812076740E-03	4.209469237E-02	2.90E-03	0.93	0	0	0
3.614453342E-02	7.150262270E-03	2.424882815E-02	2.90E-03	0.93	0	0	0
4.260173330E-02	1.228673170E-02	4.710000224E-02	2.90E-03	0.93	0	0	0
6.449462030E-03	1.218733909E-02	4.312943231E-02	2.90E-03	0.93	0	0	0
4.234513703E-02	4.905957200E-03	1.727856730E-02	2.90E-03	0.93	0	0	0
2.603839181E-02	7.922068550E-03	2.773577356E-02	2.90E-03	0.93	0	0	0
2.944272197E-02	2.807598726E-02	3.475143757E-02	2.90E-03	0.93	0	0	0
3.628689668E-02	8.692213740E-03	4.710000581E-02	2.90E-03	0.93	0	0	0
2.899995230E-03	1.872149400E-02	2.854276754E-02	2.90E-03	0.93	0	0	0
8.543737710E-03	7.572536790E-03	1.333974404E-02	2.90E-03	0.93	0	0	0
3.735522503E-02	7.464723890E-03	2.991233542E-02	2.90E-03	0.93	0	0	0
3.534264360E-03	2.299028581E-02	2.466625345E-02	2.90E-03	0.93	0	0	0
1.552857903E-02	2.899997460E-03	4.710000416E-02	2.90E-03	0.93	0	0	0
4.195328435E-02	8.293219540E-03	3.422117745E-02	2.90E-03	0.93	0	0	0
4.200999487E-02	2.899994430E-03	4.261293522E-02	2.90E-03	0.93	0	0	0
2.899996460E-03	2.028425865E-02	4.710000257E-02	2.90E-03	0.93	0	0	0
2.191899691E-02	2.899995030E-03	3.544125921E-02	2.90E-03	0.93	0	0	0
2.456578474E-02	1.656562560E-02	7.816683760E-03	2.90E-03	0.93	0	0	0
8.122836420E-03	5.761291470E-03	2.209581859E-02	2.90E-03	0.93	0	0	0
5.122162650E-03	2.899999560E-03	2.899999530E-03	2.90E-03	0.93	0	0	0
3.261050458E-02	1.358706554E-02	3.683888904E-02	2.90E-03	0.93	0	0	0
7.566206640E-03	9.794741010E-03	2.626216024E-02	2.90E-03	0.93	0	0	0
2.588690449E-02	6.719284450E-03	3.362227438E-02	2.90E-03	0.93	0	0	0
2.602574091E-02	2.348552077E-02	3.579467510E-02	2.90E-03	0.93	0	0	0
2.899997380E-03	8.684270190E-03	4.710000056E-02	2.90E-03	0.93	0	0	0
3.253658696E-02	9.198056150E-03	4.064814838E-02	2.90E-03	0.93	0	0	0
2.057669358E-02	1.210429567E-02	4.710000634E-02	2.90E-03	0.93	0	0	0
3.133122275E-02	2.899995700E-03	2.899998720E-03	2.90E-03	0.93	0	0	0
2.424156658E-02	1.163301790E-02	4.239901392E-02	2.90E-03	0.93	0	0	0
7.517035270E-03	1.638367908E-02	3.116145557E-02	2.90E-03	0.93	0	0	0
4.710001252E-02	2.899990530E-03	1.463147814E-02	2.90E-03	0.93	0	0	0
2.033272428E-02	7.510497850E-03	4.356766750E-02	2.90E-03	0.93	0	0	0
4.710000413E-02	2.899994870E-03	2.043147609E-02	2.90E-03	0.93	0	0	0
2.899999910E-03	2.899999240E-03	2.041356127E-02	2.90E-03	0.93	0	0	0
